,;TAZID,CO_TAZID,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ,AVGINCOME,Enrol_Elem,Enrol_Midl,Enrol_High,CO_FIPS,CO_NAME
0,141,570141,2378.4,6089.455695650426,2.560617045240218,3611.0,249.8,775.6,2585.6,6238.38827902804,244.6,5.2,741.0,34.6,26.8,1765.2,3.8,789.8,56.336772688804196,160.1276595744681,2258.683353146482,152.24049361828529,60843,0.0,0.0,0.0,57,WEBER
1,142,570142,471.0,1239.9895099269665,2.6349539301493143,275.8,33.6,5.6,236.6,811.4025843493527,33.6,0.0,2.4,3.2,1.8,67.8,0.0,167.0,9.223985718679453,0.0,496.16982521799235,30.208773412680767,60843,0.0,0.0,0.0,57,WEBER
2,143,570143,470.4,1251.4720152429786,2.655851785934977,1.8,0.0,0.2,1.6,251.42403783765977,0.0,0.0,0.2,0.0,0.4,0.4,0.4,0.4,13.43757774575985,0.0,206.17620755425975,30.010252537640156,60843,0.0,0.0,0.0,57,WEBER
3,144,570144,165.8,436.77837891823356,2.5964030240489513,0.0,0.0,0.0,0.0,50.642255713525216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.230668743654016,0.0,27.610254954965733,10.801332014905467,66989,0.0,0.0,0.0,57,WEBER
4,145,570145,466.2,1243.388977440677,2.6643058778037263,0.0,0.0,0.0,0.0,141.8232203138269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.02457868114801,0.0,102.19176494214241,29.606876690536478,66989,0.0,0.0,0.0,57,WEBER
5,146,570146,191.4,502.70501946772964,2.627623426492784,10.0,0.2,0.4,9.4,65.0165827447117,0.0,0.2,0.4,0.0,2.4,0.6,2.0,4.4,8.423415180062563,0.0,34.189938864084404,12.403228700564739,66989,0.0,0.0,0.0,57,WEBER
6,147,570147,292.2,800.6758464554512,2.7433393381300157,7.8,0.0,1.2,6.6,106.62098119097595,0.0,0.0,1.2,0.0,1.4,0.4,1.6,3.2,11.027468818708634,0.0,68.98848453771609,18.805027834551225,66989,0.0,0.0,0.0,57,WEBER
7,148,570148,384.4,1043.420043193512,2.71474857569304,256.8,22.0,12.2,222.6,309.4139479992174,20.0,2.0,4.4,7.8,9.4,162.0,6.8,44.4,4.410987538269337,0.0,23.396133583434608,24.806826877513476,82188,0.0,0.0,0.0,57,WEBER
8,149,570149,611.2,1681.3162486004737,2.752085977525383,81.6,3.2,2.0,76.4,183.01962089572294,3.2,0.0,1.2,0.8,21.8,6.8,4.6,43.2,9.424864383517496,0.0,52.584873141768185,39.409883370437235,82191,0.0,0.0,0.0,57,WEBER
9,150,570150,578.4,1744.8343851763104,3.017039229701961,541.2,134.2,91.8,315.2,636.2100353286177,130.6,3.6,17.8,74.0,28.0,100.8,1.6,184.8,0.0,0.0,57.99997975053939,37.010055578078216,82684,0.0,0.0,0.0,57,WEBER
10,151,570151,305.8,915.3439870749013,2.9929764937479275,213.2,20.2,18.2,174.8,247.81528717077427,17.0,3.2,7.0,11.2,10.0,93.8,23.4,47.6,1.8037588363455375,0.0,13.006426553672316,19.805101780756395,82427,921.0,0.0,0.0,57,WEBER
11,152,570152,631.4,1810.7224269902886,2.867342414031368,111.0,6.4,25.8,78.8,174.82405654532755,6.2,0.2,17.4,8.4,6.6,28.8,22.6,20.8,3.0095375042326014,0.0,20.404069034609087,40.410450006485824,82684,0.0,1163.0,0.0,57,WEBER
12,153,570153,291.8,745.8210108707246,2.558375494500262,7.0,0.0,0.2,6.8,373.6017939816154,0.0,0.0,0.2,0.0,0.8,0.6,3.4,2.0,12.031794925273273,0.0,335.76526707958163,18.80473197676049,60843,0.0,0.0,0.0,57,WEBER
13,154,570154,184.2,484.65384199791936,2.6261028902581067,6.8,0.0,0.4,6.4,112.27132277837772,0.0,0.0,0.4,0.0,0.6,0.4,3.6,1.8,24.466770709507752,0.0,69.20122490676677,11.803327162103198,60843,0.0,0.0,0.0,57,WEBER
14,155,570155,1066.0,2812.5927888050746,2.63805781325448,82.2,25.8,6.4,50.0,875.2019456580326,25.8,0.0,0.4,6.0,3.2,4.2,7.8,34.8,27.672856601644106,0.0,696.9099886505788,68.41910040580983,60843,0.0,0.0,0.0,57,WEBER
15,156,570156,578.6,1539.7674021838804,2.6609642144834336,17.6,0.8,0.4,16.4,405.7979512348175,0.4,0.4,0.4,0.0,1.4,2.2,9.2,3.6,19.052038435775376,0.0,332.1360787139133,37.00983408512879,60843,0.0,0.0,0.0,57,WEBER
16,157,570157,735.0,1913.979147543955,2.6026724936924683,8.0,0.2,0.2,7.6,610.4049031691288,0.2,0.0,0.2,0.0,1.0,0.4,3.2,3.0,20.25578732383793,0.0,535.135684110928,47.01343173436297,60843,0.0,0.0,0.0,57,WEBER
17,158,570158,327.8,853.8846509650502,2.604985510175198,97.4,23.2,8.8,65.4,158.40526481561142,2.0,21.2,3.6,5.2,14.6,4.0,17.4,29.4,3.607808358241877,0.0,36.391787895001094,21.005668562368434,56064,768.0,0.0,0.0,57,WEBER
18,159,570159,676.6,1843.2787085787836,2.724663111693412,248.6,2.0,4.4,242.2,367.64858066358363,1.8,0.2,1.0,3.4,15.6,195.2,7.6,23.8,16.64278661614212,0.0,59.19406269439969,43.21173135304183,60183,0.0,0.0,1997.0,57,WEBER
19,160,570160,215.0,545.8301344018896,2.5381537276370034,15.0,0.2,0.6,14.2,83.41155348810864,0.2,0.0,0.6,0.0,1.6,0.8,2.0,9.8,5.211861202155926,0.0,49.3963896391828,13.803302646769913,74507,0.0,0.0,0.0,57,WEBER
20,161,570161,418.6,1077.2376880946008,2.5736147758040278,6.8,0.2,0.2,6.4,106.5877205747795,0.2,0.0,0.2,0.0,1.4,1.0,2.0,2.0,1.8054904560020293,0.0,71.17500877637136,26.807221342406116,74507,0.0,0.0,0.0,57,WEBER
21,162,570162,740.6,1610.1170074065135,2.173696387390973,973.6,58.0,492.2,423.4,1074.2456308272408,56.8,1.2,343.4,148.8,14.2,201.4,51.0,156.8,15.641906290140474,0.0,37.390982561221094,47.61274197587919,74507,0.0,0.0,0.0,57,WEBER
22,163,570163,12.6,30.266275036519325,2.411167964293872,48.0,1.0,1.4,45.6,49.40142965962368,0.8,0.2,1.4,0.0,3.4,6.4,1.6,34.2,0.4011585537539129,0.0,0.0,1.00027110586977,74507,0.0,0.0,0.0,57,WEBER
23,164,570164,51.8,139.4689588605277,2.6929186733377866,5.0,0.0,0.2,4.8,12.805650242283312,0.0,0.0,0.2,0.0,0.4,1.4,0.2,2.8,2.0052039230507397,0.0,2.599633001623262,3.2008133176093096,74507,0.0,0.0,0.0,57,WEBER
