,;TAZID,CO_TAZID,TOTHH,HHPOP,HHSIZE,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ,AVGINCOME,Enrol_Elem,Enrol_Midl,Enrol_High,CO_FIPS,CO_NAME
0,141,570141,3782.2,9493.401316070504,2.5102309035476305,5394.2,250.0,907.2,4237.0,8199.498175952303,244.6,5.4,691.6,215.6,185.2,2569.0,4.0,1478.8,39.47911537481972,138.9787234042553,2392.6494143031996,234.1909228700285,60843,0.0,0.0,0.0,57,WEBER
1,142,570142,872.8,2245.0312643891093,2.5744856297145575,473.2,33.6,25.8,413.8,1300.7953274982465,33.6,0.0,2.0,23.8,8.8,116.0,0.0,289.0,6.644659800387113,0.0,767.1535653667859,53.79710233107359,60843,0.0,0.0,0.0,57,WEBER
2,143,570143,759.6,1974.4780160612013,2.596554029058208,1.8,0.0,0.2,1.6,375.0557586658127,0.0,0.0,0.2,0.0,0.4,0.4,0.4,0.4,11.682294576663779,0.0,314.77901795704827,46.79444613210068,60843,0.0,0.0,0.0,57,WEBER
3,144,570144,258.8,658.2909509539884,2.517075958270033,0.0,0.0,0.0,0.0,27.47651488270254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.477554741450216,0.0,0.0,15.99896014125232,66989,0.0,0.0,0.0,57,WEBER
4,145,570145,599.6,1564.369690728648,2.6076364407240393,0.0,0.0,0.0,0.0,103.26821174838702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.467179732065155,0.0,56.80082666089915,37.00020535542272,66989,0.0,0.0,0.0,57,WEBER
5,146,570146,232.2,596.0856820459966,2.567636230169069,10.0,0.2,0.4,9.4,59.256171711190504,0.0,0.2,0.4,0.0,2.4,0.6,2.0,4.4,8.058118748392065,0.0,26.7990678334075,14.398985129390942,66989,0.0,0.0,0.0,57,WEBER
6,147,570147,357.2,948.1867187283817,2.6561629328702647,7.6,0.0,1.0,6.6,127.87491509676966,0.0,0.0,1.0,0.0,1.4,0.4,1.6,3.2,10.877936085771552,0.0,87.1981750837633,22.198803927234763,66989,0.0,0.0,0.0,57,WEBER
7,148,570148,423.2,1124.2311239697576,2.65726509290157,261.2,22.0,16.2,223.0,338.4195855950262,20.0,2.0,4.4,11.8,9.6,162.0,6.8,44.6,4.026522001640389,0.0,47.19416508530187,25.998898508083933,82188,0.0,0.0,0.0,57,WEBER
8,149,570149,676.6,1818.0331520476234,2.6882626701875907,83.2,3.2,3.6,76.4,172.46516768354488,3.2,0.0,1.2,2.4,21.8,6.8,4.6,43.2,8.863828539296284,0.0,38.602571790259184,41.79876735398942,82191,0.0,0.0,0.0,57,WEBER
9,150,570150,603.8,1782.3195510165071,2.9523109813275483,546.8,133.6,95.8,317.4,600.598600837331,130.0,3.6,16.2,79.6,28.6,101.4,1.6,185.8,0.0,0.0,16.400533050808825,37.39806778652218,82684,0.0,0.0,0.0,57,WEBER
10,151,570151,328.8,953.2582786012339,2.9000797763902186,215.0,20.2,19.6,175.2,251.6139939377013,17.0,3.2,6.8,12.8,10.2,93.8,23.4,47.8,2.014106412839121,0.0,14.200759556701309,20.399127968160872,82427,921.0,0.0,0.0,57,WEBER
11,152,570152,685.4,1922.0789417423252,2.803805657384667,120.6,6.4,35.2,79.0,204.01690666616784,6.2,0.2,15.8,19.4,6.6,28.8,22.8,20.8,2.4164537198439437,0.0,38.60145253642344,42.399000409900474,82684,0.0,1163.0,0.0,57,WEBER
12,153,570153,477.2,1192.817853344243,2.500243611688764,7.0,0.0,0.2,6.8,281.8515120937783,0.0,0.0,0.2,0.0,0.8,0.6,3.4,2.0,9.263468706007098,0.0,235.9887707855154,29.59927260225581,60843,0.0,0.0,0.0,57,WEBER
13,154,570154,255.6,658.4330021492866,2.5711567707369434,6.8,0.0,0.4,6.4,181.3611315805942,0.0,0.0,0.4,0.0,0.6,0.4,3.6,1.8,25.579020403879,0.0,133.38286943564384,15.599241741071387,60843,0.0,0.0,0.0,57,WEBER
14,155,570155,1618.8,4177.291903075734,2.5806458234718583,107.6,25.8,28.2,53.6,1187.289602287956,25.8,0.0,0.4,27.8,3.4,6.2,7.8,36.2,19.132658494048947,0.0,960.3615851739244,100.19535861998288,60843,0.0,0.0,0.0,57,WEBER
15,156,570156,860.4,2227.9527555616087,2.5886604444346566,17.6,0.8,0.4,16.4,630.8770286939925,0.4,0.4,0.4,0.0,1.4,2.2,9.2,3.6,13.697073230012302,0.0,546.3828322804931,53.19712318348722,60843,0.0,0.0,0.0,57,WEBER
16,157,570157,1119.6,2870.935903426345,2.5634597236727554,8.0,0.2,0.2,7.6,616.2704948437472,0.2,0.0,0.2,0.0,1.0,0.4,3.2,3.0,14.904119697022228,0.0,523.7691494072942,69.59722573943088,60843,0.0,0.0,0.0,57,WEBER
17,158,570158,371.8,945.4634610071587,2.5437590126309275,97.4,23.2,8.6,65.6,159.82150104054386,2.0,21.2,3.0,5.6,14.6,4.0,17.4,29.6,3.8265298804116066,0.0,35.59656284916245,22.998408310969786,56064,768.0,0.0,0.0,57,WEBER
18,159,570159,750.0,2002.3779010315907,2.6700532661760015,248.8,2.0,4.6,242.2,395.9062681876567,1.8,0.2,1.0,3.6,15.6,195.2,7.6,23.8,16.716205907841147,0.0,83.99240785888219,46.397654420933314,60183,0.0,0.0,1997.0,57,WEBER
19,160,570160,264.6,659.8093251703973,2.4921406864132623,15.0,0.2,0.6,14.2,153.4285670377341,0.2,0.0,0.6,0.0,1.6,0.8,2.0,9.8,4.432250956720918,0.0,117.59600491740616,16.40031116360696,74507,0.0,0.0,0.0,57,WEBER
20,161,570161,488.0,1237.132903330638,2.5348814427693225,7.0,0.2,0.4,6.4,89.2028766916997,0.2,0.0,0.2,0.2,1.4,1.0,2.0,2.0,1.6107439289397245,0.0,50.59404565957196,29.998087103188016,74507,0.0,0.0,0.0,57,WEBER
21,162,570162,772.4,1660.490569999408,2.1496063327213024,958.4,57.8,472.8,427.8,1078.1054274632097,56.6,1.2,315.2,157.6,14.4,202.0,51.2,160.2,16.312505033552036,0.0,55.39496481502774,47.9979576146299,74507,0.0,0.0,0.0,57,WEBER
22,163,570163,15.4,38.61536765469181,2.4786421554026146,48.0,1.0,1.4,45.6,52.20217350331086,0.8,0.2,1.4,0.0,3.4,6.4,1.6,34.2,0.4026856973945357,0.0,2.7995337498471544,0.9999540560691713,74507,0.0,0.0,0.0,57,WEBER
23,164,570164,66.4,173.7959648284247,2.613663280917341,5.0,0.0,0.2,4.8,26.41611775128781,0.0,0.0,0.2,0.0,0.4,1.4,0.2,2.8,2.2154486947183156,0.0,15.20085283229281,3.9998162242766853,74507,0.0,0.0,0.0,57,WEBER
24,165,570165,71.2,166.46517731446252,2.327538996533059,130.6,32.2,3.8,94.6,153.40452769004892,32.2,0.0,1.8,2.0,6.0,54.4,0.6,33.6,0.6047058994147377,0.0,17.600586353936755,4.599235436697414,74507,0.0,0.0,0.0,57,WEBER
25,166,570166,954.4,2397.231461201138,2.510560617824807,10.0,0.4,0.0,9.6,740.4363483157902,0.4,0.0,0.0,0.0,2.2,0.0,2.6,4.8,14.501091057517087,0.0,656.9392699255261,58.99598733274706,68646,0.0,0.0,0.0,57,WEBER
26,167,570167,749.2,1912.0077772131153,2.55179142650407,7.0,0.0,0.6,6.4,489.8322523259576,0.0,0.0,0.6,0.0,0.8,1.6,1.0,3.0,8.05473141495932,0.0,428.3805400843942,46.39698082660396,68532,0.0,0.0,0.0,57,WEBER
